category	category 2	point	word	phonetic symbol	katakana	translation	video_url 1	video_url 2	video_url 3	video_url 4	video_url 5	video_url 6	explain		
あ	y	yなのに「あぃ」	sky	/skaɪ/	ｽｶｲ	空									
あ	y	yなのに「あぃ」	my	/maɪ/	ﾏｲ	私の									
あ	y	yなのに「あぃ」	cry	/kraɪ/	ｸﾗｲ	泣く									
あ	y	yなのに「あぃ」	why	/waɪ/	ﾜｲ	なぜ									
あ	y	yなのに「あぃ」	try	/traɪ/	ﾄﾗｲ	試す									
あ	ou	「あぅ」	house	/haʊs/	ﾊｳｽ	家	<iframe width="640" height="360" src="https://www.youtube.com/embed/kQFiBzAk6-o" title="『あいうえおフォニックス』英語発音 あぅ　ou のフォニックス [#11]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"><h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">"ou"の発音</h2><section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の綴りで "ou" と書くとき、多くの日本人が想像する音とは異なる読み方をします。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：綴りの見た目から「おぅ」と読みたくなりますが、実際にはそのように読むことはほとんどありません。多くの場合「あぅ」や、低くこもった「くらい あ」として発音されます。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">mouth</span>、<span class="manual-code">out</span>、<span class="manual-code">loud</span>、<span class="manual-code">shout</span>。</div></li> </ul> </section><hr class="border-slate-100"><section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">綴りに惑わされず、英語特有の響きを意識することが大切です。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">ローマ字読みの「おぅ」という口の動きを捨てて、はっきりと「あぅ」という音を作るように意識しましょう。特にアメリカ英語ではこの傾向が強く現れます。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き・リズム</strong><p class="mt-1 text-sm">アメリカでは、道路の <span class="manual-code">route</span>（ルート）を「ラゥト」、ネットワーク機器の <span class="manual-code">router</span> を「ラゥター」のように発音することがあり、非常に「あぅ」の響きが好まれます。</p></div> </div> </div> </section><hr class="border-slate-100"><section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">例外として <span class="manual-code">could</span>、<span class="manual-code">should</span>、<span class="manual-code">would</span> の3語だけは特別です。これらは「あ」でも「あぅ」でもなく「う」と発音し、さらに文字に含まれる L の音は一切発音しないというルールがあります。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">日本語では「ルートガイダンス」のように「ウ」の音で言いますが、アメリカのカーナビなどは「ラゥトガイダンス」とはっきり「あぅ」の音で話します。この違いを意識するだけで、リスニング力も向上します。</p></div></div> </div> </section> </div>		
あ	ou	「あぅ」	mouse	/maʊs/	ﾏｳｽ	ネズミ									
あ	ou	「あぅ」	mouth	/maʊθ/	ﾏｳｽ	口									
あ	ou	「あぅ」	south	/saʊθ/	ｻｳｽ	南									
あ	ou	「あぅ」	count	/kaʊnt/	ｶｳﾝﾄ	数える									
あ	ou	「あぅ」	around	/əˈraʊnd/	ｱﾗｳﾝﾄﾞ	周りに									
あ	ow	「あぅ」	cow	/kaʊ/	ｶｳ	牛	<iframe width="640" height="360" src="https://www.youtube.com/embed/kQFiBzAk6-o" title="『あいうえおフォニックス』英語発音 あぅ　ou のフォニックス [#11]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"><h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">"ow"の発音</h2><section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の綴りで "ow" と書くとき、実は2通りの読み方があります。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：綴りの見た目から「おぅ」と読みたくなりますが、実際には「あぅ」とはっきり発音する場合が非常に多くあります。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">brown</span>、<span class="manual-code">eyebrow</span>、<span class="manual-code">now</span>、<span class="manual-code">how</span>。</div></li> </ul> </section><hr class="border-slate-100"><section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">綴りに惑わされず、口の動きをはっきりさせることが重要です。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">ローマ字読みの「おぅ」という音ではなく、日本語の「あ」に近い状態から滑らかに「ぅ」へ繋げる「あぅ」の音を作ります。喉をリラックスさせて、自然に響かせましょう。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き・強弱</strong><p class="mt-1 text-sm">「あ」の部分を明るく、強めに発音することで、よりネイティブらしい「あぅ」の響きになります。単語全体を1拍で一気に読み切るリズムを意識してください。</p></div> </div> </div> </section><hr class="border-slate-100"><section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm"><span class="manual-code">show</span> のように「おぅ」と読むパターンも存在するため、単語ごとにどちらの音かを確認する必要があります。しかし、今回紹介した「あぅ」のパターンは日常会話で非常によく使われます。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">日本では眉毛のことを「アイブロウ」と言いますが、英語では <span class="manual-code">eyebrow</span>（アィブラゥ）とはっきり「あぅ」の音で発音します。カタカナの「オ」にだまされないよう注意しましょう。</p></div></div> </div> </section> </div>		
あ	ow	「あぅ」	town	/taʊn/	ﾀｳﾝ	町									
あ	ow	「あぅ」	brown	/braʊn/	ﾌﾞﾗｳﾝ	茶色									
あ	ow	「あぅ」	now	/naʊ/	ﾅｳ	今									
あ	ow	「あぅ」	down	/daʊn/	ﾀﾞｳﾝ	下に									
あ	ow	「あぅ」	flower	/ˈflaʊər/	ﾌﾗﾜｰ	花									
い	i	「い」	sit	/sɪt/	ｼｯﾄ	座る	<iframe width="640" height="360" src="https://www.youtube.com/embed/zGR9KeOs0oQ" title="『あいうえおフォニックス』英語発音 い　i のフォニックス [#13]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"> <h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">「い i」の発音</h2>  <section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の母音「i」の中で、最も基本的で日本人が習得しやすい音です。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：ローマ字読みと同じように発音するだけなので、非常に簡単です。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">pig</span>、<span class="manual-code">big</span>、<span class="manual-code">ship</span>、<span class="manual-code">sit</span>。</div></li> </ul> </section>  <hr class="border-slate-100">  <section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">難しく考えず、日本語の感覚をそのまま活かして発音しましょう。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">日本語の「い」を発音するときと同じ口の形で、そのまま音を出します。特別な舌の動きや息の使い方は必要ありません。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き</strong><p class="mt-1 text-sm">ローマ字を読むときのように、はっきりと「い」の音を響かせることがポイントです。</p></div> </div> </div> </section>  <hr class="border-slate-100">  <section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">同じ「i」という綴りでも、「あぃ」と読む場合（フォニックスのルールなど）があります。単語によって「い」なのか「あぃ」なのかを区別して覚える必要があります。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">この音はカタカナの「イ」とほぼ同じ感覚で通じます。ただし、<span class="manual-code">ship</span> は船だけでなく「配送する」という意味で使われたり、<span class="manual-code">trip</span> は旅行以外に「つまずいて転ぶ」という意味があったりと、単語の持つ意味の広がりに注意しましょう。</p></div></div> </div> </section> </div>		
い	i	「い」	fish	/fɪʃ/	ﾌｨｯｼｭ	魚									
い	i	「い」	pink	/pɪŋk/	ﾋﾟﾝｸ	桃色									
い	i	「い」	hit	/hɪt/	ﾋｯﾄ	打つ									
い	i	「い」	gift	/ɡɪft/	ｷﾞﾌﾄ	贈り物									
い	i	「い」	dish	/dɪʃ/	ﾃﾞｨｯｼｭ	皿									
い	ee	「いー」	tree	/triː/	ﾄﾘｰ	木	<iframe width="640" height="360" src="https://www.youtube.com/embed/jdY2jjTd_e0" title="『あいうえおフォニックス』英語発音 いー　ee のフォニックス [#15]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"><h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">「いー ee」の発音</h2><section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の綴りで "ee" と書かれている場合、日本語の「い」を長く伸ばしたような音になります 。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：はっきりと「いー」と発音する、明るく長い音が特徴です 。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">sheep</span>、<span class="manual-code">sleep</span>、<span class="manual-code">green</span>、<span class="manual-code">tree</span> 。</div></li> </ul> </section><hr class="border-slate-100"><section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">シンプルながらも、音をしっかりと伸ばすことが英語らしい響きに繋がります。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">日本語の「い」を言う時よりも、少し口を横に引くように意識して、音を長めに響かせます 。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き・リズム</strong><p class="mt-1 text-sm">途中で音を止めず、一定の強さで「いー」と滑らかに伸ばし続けるリズムを意識しましょう 。</p></div> </div> </div> </section><hr class="border-slate-100"><section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">綴りが "ee" であっても "ea" であっても、全く同じ音として発音される「ホモフォン（同音異義語）」が存在します 。例えば、 <span class="manual-code">see</span>（見る）と <span class="manual-code">sea</span>（海）は、耳で聞く分には全く区別がつかない同じ音です 。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm"><span class="manual-code">meet</span>（会う）と <span class="manual-code">meat</span>（肉）、あるいは <span class="manual-code">week</span>（週）と <span class="manual-code">weak</span>（弱い）のように、意味は違っても発音が同じ言葉が英語にはたくさんあります 。これらはすべて同じ「いー」の音で発音されることを覚えておきましょう 。</p></div></div> </div> </section> </div>		
い	ee	「いー」	sleep	/sliːp/	ｽﾘｰﾌﾟ	眠る									
い	ee	「いー」	meet	/miːt/	ﾐｰﾄ	会う									
い	ee	「いー」	green	/ɡriːn/	ｸﾞﾘｰﾝ	緑									
い	ee	「いー」	bee	/biː/	ﾋﾞｰ	蜂									
い	ee	「いー」	cheese	/tʃiːz/	ﾁｰｽﾞ	チーズ									
い	ea	「いー」	sea	/siː/	ｼｰ	海	<iframe width="640" height="360" src="https://www.youtube.com/embed/aVFxUgeT_So" title="『あいうえおフォニックス』英語発音 いー　ea のフォニックス [#14]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"> <h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">「いー ea」の発音</h2>  <section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の「ea」という綴りには、大きく分けて2通りの読み方があります 。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：アルファベットの「E」のように「いー」と長く伸ばして読む場合と、「えっ」と短く読む場合があります 。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">sea</span> 、<span class="manual-code">beach</span> 、<span class="manual-code">read</span> 、<span class="manual-code">eat</span> 。</div></li> </ul> </section>  <hr class="border-slate-100">  <section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">綴りに惑わされず、まずは基本となる「いー」の音をしっかりマスターしましょう 。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">綴りは「ea」ですが、発音はアルファベットの「E」そのものの音を意識します 。口を横に引きながら、はっきりと「いー」という音を出してください 。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き・リズム</strong><p class="mt-1 text-sm"><span class="manual-code">meat</span> や <span class="manual-code">team</span> のように、音を途切れさせず一定の長さで響かせることが大切です 。明るく長い音を保つように意識しましょう 。</p></div> </div> </div> </section>  <hr class="border-slate-100">  <section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">同じ「ea」の綴りでも、<span class="manual-code">head</span>（頭）のように「えっ」と短く読む単語があることに注意が必要です 。どちらのパターンで読む単語なのか、ひとつずつ整理して覚えるのがコツです 。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">「ミート」や「チーム」などカタカナでもお馴染みの言葉が多いですが、英語ではより明確に「いー」と音を伸ばすことで、ネイティブらしい響きになります 。単語の綴りと音の結びつきを意識して練習してみましょう 。</p></div></div> </div> </section> </div>		
い	ea	「いー」	eat	/iːt/	ｲｰﾄ	食べる									
い	ea	「いー」	tea	/tiː/	ﾃﾞｨｰ	お茶									
い	ea	「いー」	beach	/biːtʃ/	ﾋﾞｰﾁ	浜辺									
い	ea	「いー」	leaf	/liːf/	ﾘｰﾌ	葉っぱ									
い	ea	「いー」	dream	/driːm/	ﾄﾞﾘｰﾑ	夢									
い	y, ey	yで終わる「いー」	city	/ˈsɪti/	ｼﾃｨ	都市	<iframe width="640" height="360" src="https://www.youtube.com/embed/4aWdJ-UYXdM" title="『あいうえおフォニックス』英語発音 いー　y　ey のフォニックス [#17]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"><h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">「y と ey」の発音</h2><section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の単語が y や ey で終わる場合、多くは「いー」という音になります。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：単語の最後が「い」の音で終わるのが特徴で、赤ちゃん言葉や、あだ名、名前によく使われる音です。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">baby</span>、<span class="manual-code">happy</span>、<span class="manual-code">money</span>、<span class="manual-code">key</span>。</div></li> </ul> </section><hr class="border-slate-100"><section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">綴りに惑わされず、単語の語尾に注目して発音しましょう。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">綴りが y または ey で終わる単語を、はっきりと「いー」の音で発音します。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き</strong><p class="mt-1 text-sm"><span class="manual-code">Ally</span>（アリー）のような名前や、<span class="manual-code">Mommy</span>、<span class="manual-code">Daddy</span> といった親しみのある言葉によく使われる響きであることを意識しましょう。</p></div> </div> </div> </section><hr class="border-slate-100"><section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">y は「いー」と読むだけでなく、「あぃ」と読む場合もあるため、単語によって使い分けが必要です。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">日本語でも「ハッピー」や「キャンディ」としてお馴染みですが、英語では名前の語尾などにも多用される非常に身近な音のパターンであることを理解しましょう。</p></div></div> </div> </section> </div>		
い	y, ey	yで終わる「いー」	happy	/ˈhæpi/	ﾊｯﾋﾟｰ	幸せ									
い	y, ey	yで終わる「いー」	baby	/ˈbeɪbi/	ﾍﾞｲﾋﾞｰ	赤ちゃん									
い	y, ey	yで終わる「いー」	candy	/ˈkændi/	ｷｬﾝﾃﾞｨ	飴									
い	y, ey	yで終わる「いー」	monkey	/ˈmʌŋki/	ﾏﾝｷｰ	猿									
い	y, ey	yで終わる「いー」	money	/ˈmʌni/	ﾏﾈｰ	お金									
い	ie, ei	ie"eiで表す「いー」	field	/fiːld/	ﾌｨｰﾙﾄﾞ	野原	<iframe width="640" height="360" src="https://www.youtube.com/embed/sHnjgJ-hdh4" title="『あいうえおフォニックス』英語発音 いー　ie　ei のフォニックス [#16]" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" referrerpolicy="strict-origin-when-cross-origin" allowfullscreen></iframe>						<div class="space-y-6"><h2 class="text-xl font-black text-slate-900 border-b-2 border-slate-900 pb-2">「いー ie ei」の発音</h2><section> <h3 class="font-bold text-lg text-slate-800 mb-2">1. 音の概要</h3> <p class="mb-3">英語の綴りで「ie」や「ei」と書くとき、その多くは「いー」という長い音で発音されます。</p> <ul class="space-y-3 pl-2"> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>特徴</strong>：基本的には「ie」と書きますが、アルファベットの「c」の後ろに来る時だけは「cei」という綴りになるルールがあります。</div></li> <li class="flex gap-2"><span class="text-slate-900">•</span><div><strong>単語</strong>：<span class="manual-code">piece</span>、<span class="manual-code">field</span>、<span class="manual-code">believe</span>、<span class="manual-code">ceiling</span>。</div></li> </ul> </section><hr class="border-slate-100"><section> <h3 class="font-bold text-lg text-slate-800 mb-2">2. 音の出し方</h3> <p class="mb-4">綴りは複雑に見えますが、音自体は非常にシンプルです。</p> <div class="space-y-4"> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">1</span> <div><strong>口・舌・喉・息の使い方</strong><p class="mt-1 text-sm">特別な口の形は必要なく、アルファベットの「E」をそのまま読むように「いー」とはっきり発音します。</p></div> </div> <div class="flex gap-3"> <span class="w-6 h-6 rounded-full bg-slate-900 text-white flex shrink-0 items-center justify-center text-xs font-bold">2</span> <div><strong>意識する音の響き</strong><p class="mt-1 text-sm">この音は綴りが異なっても、「ee」や「ea」、あるいは語尾の「y」と全く同じ響きになります。</p></div> </div> </div> </section><hr class="border-slate-100"><section class="pb-6"> <h3 class="font-bold text-lg text-slate-800 mb-2">3. 日本人が意識すべきポイント</h3> <div class="space-y-5"> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>似ている音との違い</strong>:<p class="mt-1 text-sm">「ie」という綴りは、常に「いー」と読むわけではなく、「あぃ」という音になる場合もあるため注意しましょう。また、<span class="manual-code">either</span> などはイギリス英語では「あぃ」と発音されることがあります。</p></div></div> <div class="flex gap-3"><span class="w-6 h-6 rounded-full bg-slate-100 text-slate-500 flex shrink-0 items-center justify-center text-xs font-bold">!</span><div><strong>カタカナ英語との違い</strong>:<p class="mt-1 text-sm">領収書を意味する <span class="manual-code">receipt</span> には、なぜか発音しない文字「p」が含まれています。カタカナの「レシート」と同様に、「p」は無視して発音するのが正解です。</p></div></div> </div> </section> </div>		
い	ie, ei	ie"eiで表す「いー」	believe	/bɪˈliːv/	ﾋﾞﾘｰｳﾞ	信じる									
い	ie, ei	ie"eiで表す「いー」	piece	/piːs/	ﾋﾟｰｽ	破片									
い	ie, ei	ie"eiで表す「いー」	receive	/rɪˈsiːv/	ﾘｼｰｳﾞ	受け取る									
い	ie, ei	ie"eiで表す「いー」	ceiling	/ˈsiːlɪŋ/	ｼｰﾘﾝｸﾞ	天井									
い	ie, ei	ie"eiで表す「いー」	shield	/ʃiːld/	ｼｰﾙﾄﾞ	盾									
